Plant_Code,Product_ID
PLANT13,PROD_1700115
PLANT13,PROD_1700116
PLANT06,PROD_1700116
PLANT15,PROD_1700116
PLANT20,PROD_1700117
PLANT18,PROD_1700117
PLANT13,PROD_1700118
PLANT03,PROD_1700119
PLANT05,PROD_1700120
PLANT15,PROD_1700120
PLANT06,PROD_1700120
PLANT02,PROD_1700120
PLANT13,PROD_1700121
PLANT11,PROD_1700121
PLANT07,PROD_1700121
PLANT11,PROD_1700122
PLANT20,PROD_1700122
PLANT13,PROD_1700122
PLANT09,PROD_1700122
PLANT09,PROD_1700123
PLANT03,PROD_1700123
PLANT16,PROD_1700123
PLANT01,PROD_1700123
PLANT12,PROD_1700124
PLANT03,PROD_1700125
PLANT02,PROD_1700125
PLANT08,PROD_1700126
PLANT01,PROD_1700127
PLANT05,PROD_1700127
PLANT05,PROD_1700128
PLANT16,PROD_1700128
PLANT19,PROD_1700129
PLANT15,PROD_1700130
PLANT09,PROD_1700130
PLANT06,PROD_1700131
PLANT04,PROD_1700131
PLANT20,PROD_1700131
PLANT04,PROD_1700132
PLANT19,PROD_1700132
PLANT01,PROD_1700132
PLANT19,PROD_1700133
PLANT13,PROD_1700133
PLANT20,PROD_1700133
PLANT03,PROD_1700134
PLANT19,PROD_1700134
PLANT04,PROD_1700135
PLANT10,PROD_1700135
PLANT19,PROD_1700136
PLANT12,PROD_1700137
PLANT12,PROD_1700138
PLANT03,PROD_1700138
PLANT17,PROD_1700138
PLANT11,PROD_1700138
PLANT14,PROD_1700139
PLANT04,PROD_1700140
PLANT14,PROD_1700140
PLANT12,PROD_1700140
PLANT15,PROD_1700140
PLANT14,PROD_1700141
PLANT06,PROD_1700141
PLANT20,PROD_1700142
PLANT18,PROD_1700142
PLANT16,PROD_1700142
PLANT14,PROD_1700143
PLANT19,PROD_1700143
PLANT09,PROD_1700143
PLANT11,PROD_1700143
PLANT03,PROD_1700144
PLANT09,PROD_1700144
PLANT08,PROD_1700145
PLANT15,PROD_1700145
PLANT13,PROD_1700145
PLANT11,PROD_1700145
PLANT16,PROD_1700146
PLANT06,PROD_1700147
PLANT16,PROD_1700147
PLANT07,PROD_1700147
PLANT09,PROD_1700148
PLANT11,PROD_1700148
PLANT20,PROD_1700148
PLANT18,PROD_1700149
PLANT01,PROD_1700149
PLANT17,PROD_1700149
PLANT03,PROD_1700150
PLANT08,PROD_1700150
PLANT16,PROD_1700151
PLANT18,PROD_1700151
PLANT08,PROD_1700151
PLANT20,PROD_1700151
PLANT15,PROD_1700152
PLANT01,PROD_1700152
PLANT03,PROD_1700152
PLANT10,PROD_1700152
PLANT13,PROD_1700153
PLANT08,PROD_1700153
PLANT19,PROD_1700154
PLANT12,PROD_1700154
PLANT16,PROD_1700154
PLANT14,PROD_1700155
PLANT18,PROD_1700155
PLANT11,PROD_1700155
PLANT15,PROD_1700156
PLANT09,PROD_1700156
PLANT10,PROD_1700156
PLANT08,PROD_1700157
PLANT04,PROD_1700157
PLANT07,PROD_1700157
PLANT04,PROD_1700158
PLANT18,PROD_1700158
PLANT06,PROD_1700158
PLANT07,PROD_1700159
PLANT16,PROD_1700159
PLANT19,PROD_1700160
PLANT17,PROD_1700160
PLANT10,PROD_1700160
PLANT07,PROD_1700161
PLANT08,PROD_1700162
PLANT12,PROD_1700162
PLANT06,PROD_1700162
PLANT01,PROD_1700163
PLANT18,PROD_1700163
PLANT05,PROD_1700163
PLANT02,PROD_1700164
PLANT20,PROD_1700164
PLANT18,PROD_1700164
PLANT05,PROD_1700165
PLANT16,PROD_1700165
PLANT04,PROD_1700165
PLANT19,PROD_1700166
PLANT16,PROD_1700167
PLANT20,PROD_1700167
PLANT15,PROD_1700167
PLANT06,PROD_1700168
PLANT02,PROD_1700168
PLANT09,PROD_1700168
PLANT04,PROD_1700169
PLANT03,PROD_1700169
PLANT13,PROD_1700169
PLANT16,PROD_1700169
PLANT19,PROD_1700170
PLANT05,PROD_1700171
PLANT19,PROD_1700172
PLANT10,PROD_1700172
PLANT08,PROD_1700173
PLANT18,PROD_1700174
PLANT20,PROD_1700175
PLANT08,PROD_1700175
PLANT17,PROD_1700175
PLANT13,PROD_1700175
PLANT15,PROD_1700176
PLANT10,PROD_1700176
PLANT14,PROD_1700176
PLANT19,PROD_1700176
PLANT20,PROD_1700177
PLANT07,PROD_1700178
PLANT09,PROD_1700179
PLANT03,PROD_1700179
PLANT08,PROD_1700180
PLANT06,PROD_1700180
PLANT06,PROD_1700181
PLANT14,PROD_1700182
PLANT20,PROD_1700183
PLANT16,PROD_1700183
PLANT10,PROD_1700183
PLANT02,PROD_1700183
PLANT10,PROD_1700184
PLANT20,PROD_1700184
PLANT03,PROD_1700185
PLANT08,PROD_1700185
PLANT09,PROD_1700185
PLANT07,PROD_1700185
PLANT04,PROD_1700186
PLANT18,PROD_1700186
PLANT08,PROD_1700186
PLANT05,PROD_1700186
PLANT05,PROD_1700187
PLANT03,PROD_1700187
PLANT02,PROD_1700187
PLANT10,PROD_1700188
PLANT19,PROD_1700188
PLANT15,PROD_1700189
PLANT04,PROD_1700189
PLANT20,PROD_1700189
PLANT13,PROD_1700190
PLANT09,PROD_1700190
PLANT17,PROD_1700190
PLANT15,PROD_1700191
PLANT03,PROD_1700191
PLANT02,PROD_1700191
PLANT14,PROD_1700191
PLANT20,PROD_1700192
PLANT09,PROD_1700192
PLANT01,PROD_1700192
PLANT08,PROD_1700193
PLANT09,PROD_1700194
PLANT06,PROD_1700195
PLANT17,PROD_1700196
PLANT15,PROD_1700196
PLANT09,PROD_1700196
PLANT06,PROD_1700196
PLANT16,PROD_1700197
PLANT03,PROD_1700197
PLANT20,PROD_1700197
PLANT12,PROD_1700197
PLANT11,PROD_1700198
PLANT20,PROD_1700198
PLANT04,PROD_1700198
PLANT06,PROD_1700198
PLANT14,PROD_1700199
PLANT16,PROD_1700199
PLANT10,PROD_1700199
PLANT18,PROD_1700200
PLANT02,PROD_1700200
PLANT15,PROD_1700200
PLANT03,PROD_1700200
PLANT09,PROD_1700201
PLANT11,PROD_1700201
PLANT04,PROD_1700201
PLANT17,PROD_1700202
PLANT01,PROD_1700202
PLANT18,PROD_1700202
PLANT15,PROD_1700202
PLANT02,PROD_1700203
PLANT07,PROD_1700203
PLANT17,PROD_1700203
PLANT12,PROD_1700203
PLANT15,PROD_1700204
PLANT02,PROD_1700204
PLANT07,PROD_1700204
PLANT09,PROD_1700204
PLANT10,PROD_1700205
PLANT15,PROD_1700205
PLANT04,PROD_1700206
PLANT01,PROD_1700206
PLANT08,PROD_1700206
PLANT06,PROD_1700206
PLANT18,PROD_1700207
PLANT01,PROD_1700207
PLANT20,PROD_1700207
PLANT03,PROD_1700208
PLANT08,PROD_1700208
PLANT04,PROD_1700208
PLANT15,PROD_1700208
PLANT05,PROD_1700209
PLANT10,PROD_1700210
PLANT17,PROD_1700210
PLANT09,PROD_1700210
PLANT14,PROD_1700210
PLANT16,PROD_1700211
PLANT08,PROD_1700211
PLANT15,PROD_1700211
PLANT05,PROD_1700211
PLANT07,PROD_1700212
PLANT17,PROD_1700212
PLANT05,PROD_1700212
PLANT03,PROD_1700212
PLANT14,PROD_1700213
PLANT11,PROD_1700213
PLANT17,PROD_1700213
PLANT01,PROD_1700214
PLANT10,PROD_1700214
PLANT19,PROD_1700214
PLANT05,PROD_1700215
PLANT15,PROD_1700215
PLANT18,PROD_1700215
PLANT16,PROD_1700215
PLANT11,PROD_1700216
PLANT18,PROD_1700216
PLANT19,PROD_1700216
PLANT15,PROD_1700217
PLANT11,PROD_1700217
PLANT07,PROD_1700217
PLANT08,PROD_1700217
PLANT08,PROD_1700218
PLANT14,PROD_1700218
PLANT02,PROD_1700218
PLANT11,PROD_1700218
PLANT13,PROD_1700219
PLANT20,PROD_1700219
PLANT05,PROD_1700219
PLANT16,PROD_1700219
PLANT05,PROD_1700220
PLANT04,PROD_1700221
PLANT15,PROD_1700221
PLANT20,PROD_1700221
PLANT01,PROD_1700222
PLANT05,PROD_1700222
PLANT14,PROD_1700222
PLANT19,PROD_1700222
PLANT16,PROD_1700223
PLANT11,PROD_1700224
PLANT13,PROD_1700224
PLANT03,PROD_1700224
PLANT18,PROD_1700225
PLANT13,PROD_1700225
PLANT11,PROD_1700225
PLANT18,PROD_1700226
PLANT02,PROD_1700226
PLANT03,PROD_1700226
PLANT08,PROD_1700226
PLANT08,PROD_1700227
PLANT03,PROD_1700227
PLANT14,PROD_1700227
PLANT04,PROD_1700228
PLANT06,PROD_1700229
PLANT10,PROD_1700229
PLANT01,PROD_1700229
PLANT02,PROD_1700229
PLANT02,PROD_1700230
PLANT10,PROD_1700230
PLANT12,PROD_1700230
PLANT14,PROD_1700231
PLANT05,PROD_1700231
PLANT08,PROD_1700231
PLANT19,PROD_1700232
PLANT06,PROD_1700232
PLANT20,PROD_1700232
PLANT18,PROD_1700232
PLANT20,PROD_1700233
PLANT20,PROD_1700234
PLANT08,PROD_1700234
PLANT16,PROD_1700234
PLANT05,PROD_1700234
PLANT15,PROD_1700235
PLANT09,PROD_1700235
PLANT09,PROD_1700236
PLANT01,PROD_1700236
PLANT15,PROD_1700236
PLANT10,PROD_1700236
PLANT03,PROD_1700237
PLANT15,PROD_1700237
PLANT19,PROD_1700238
PLANT10,PROD_1700238
PLANT14,PROD_1700238
PLANT15,PROD_1700239
PLANT10,PROD_1700239
PLANT07,PROD_1700239
PLANT16,PROD_1700240
PLANT04,PROD_1700240
PLANT08,PROD_1700240
PLANT13,PROD_1700240
PLANT19,PROD_1700241
PLANT10,PROD_1700241
PLANT20,PROD_1700241
PLANT13,PROD_1700242
PLANT01,PROD_1700243
PLANT19,PROD_1700243
PLANT02,PROD_1700243
PLANT10,PROD_1700244
PLANT08,PROD_1700244
PLANT12,PROD_1700244
PLANT19,PROD_1700244
PLANT20,PROD_1700245
PLANT09,PROD_1700245
PLANT04,PROD_1700246
PLANT02,PROD_1700246
PLANT15,PROD_1700247
PLANT02,PROD_1700247
PLANT12,PROD_1700247
PLANT03,PROD_1700248
PLANT10,PROD_1700248
PLANT14,PROD_1700249
PLANT06,PROD_1700249
PLANT07,PROD_1700249
PLANT18,PROD_1700250
PLANT12,PROD_1700250
PLANT06,PROD_1700251
PLANT09,PROD_1700251
PLANT16,PROD_1700251
PLANT11,PROD_1700252
PLANT04,PROD_1700252
PLANT15,PROD_1700252
PLANT05,PROD_1700253
PLANT13,PROD_1700254
PLANT18,PROD_1700254
PLANT03,PROD_1700255
PLANT13,PROD_1700255
PLANT01,PROD_1700255
PLANT18,PROD_1700256
PLANT04,PROD_1700256
PLANT15,PROD_1700256
PLANT09,PROD_1700257
PLANT19,PROD_1700257
PLANT13,PROD_1700257
PLANT04,PROD_1700258
PLANT08,PROD_1700258
PLANT16,PROD_1700258
PLANT20,PROD_1700259
PLANT20,PROD_1700260
PLANT08,PROD_1700260
PLANT03,PROD_1700260
PLANT10,PROD_1700261
PLANT14,PROD_1700261
PLANT04,PROD_1700261
PLANT05,PROD_1700261
PLANT02,PROD_1700262
PLANT16,PROD_1700263
PLANT04,PROD_1700263
PLANT19,PROD_1700263
PLANT18,PROD_1700264
PLANT05,PROD_1700264
PLANT15,PROD_1700265
PLANT12,PROD_1700265
PLANT18,PROD_1700265
PLANT14,PROD_1700265
PLANT14,PROD_1700266
PLANT04,PROD_1700266
PLANT20,PROD_1700267
PLANT14,PROD_1700267
PLANT09,PROD_1700267
PLANT02,PROD_1700267
PLANT07,PROD_1700268
PLANT15,PROD_1700268
PLANT19,PROD_1700268
PLANT12,PROD_1700269
PLANT04,PROD_1700269
PLANT18,PROD_1700270
PLANT12,PROD_1700270
PLANT02,PROD_1700270
PLANT09,PROD_1700271
PLANT07,PROD_1700271
PLANT04,PROD_1700271
PLANT15,PROD_1700271
PLANT07,PROD_1700272
PLANT02,PROD_1700273
PLANT08,PROD_1700274
PLANT05,PROD_1700274
PLANT07,PROD_1700274
PLANT18,PROD_1700275
PLANT19,PROD_1700276
PLANT07,PROD_1700276
PLANT11,PROD_1700277
PLANT05,PROD_1700277
PLANT09,PROD_1700278
PLANT05,PROD_1700279
PLANT18,PROD_1700279
PLANT06,PROD_1700280
PLANT04,PROD_1700280
PLANT01,PROD_1700280
PLANT01,PROD_1700281
PLANT12,PROD_1700281
PLANT19,PROD_1700282
PLANT11,PROD_1700282
PLANT06,PROD_1700283
PLANT02,PROD_1700284
PLANT05,PROD_1700284
PLANT14,PROD_1700284
PLANT03,PROD_1700285
PLANT15,PROD_1700286
PLANT12,PROD_1700286
PLANT17,PROD_1700286
PLANT04,PROD_1700286
PLANT17,PROD_1700287
PLANT08,PROD_1700287
PLANT02,PROD_1700287
PLANT20,PROD_1700287
PLANT15,PROD_1700288
PLANT01,PROD_1700288
PLANT02,PROD_1700288
PLANT13,PROD_1700289
PLANT14,PROD_1700289
PLANT04,PROD_1700289
PLANT16,PROD_1700289
PLANT03,PROD_1700290
PLANT20,PROD_1700290
PLANT11,PROD_1700290
PLANT05,PROD_1700290
PLANT05,PROD_1700291
PLANT20,PROD_1700292
PLANT19,PROD_1700292
PLANT18,PROD_1700292
PLANT13,PROD_1700293
PLANT17,PROD_1700293
PLANT10,PROD_1700293
PLANT17,PROD_1700294
PLANT14,PROD_1700294
PLANT04,PROD_1700294
PLANT18,PROD_1700294
PLANT14,PROD_1700295
PLANT15,PROD_1700295
PLANT14,PROD_1700296
PLANT11,PROD_1700296
PLANT13,PROD_1700297
PLANT14,PROD_1700297
PLANT04,PROD_1700297
PLANT11,PROD_1700297
PLANT11,PROD_1700298
PLANT09,PROD_1700298
PLANT12,PROD_1700298
PLANT05,PROD_1700298
PLANT03,PROD_1700299
PLANT20,PROD_1700299
PLANT19,PROD_1700299
PLANT18,PROD_1700299
PLANT04,PROD_1700300
PLANT12,PROD_1700300
PLANT05,PROD_1700300
PLANT02,PROD_1700300
PLANT04,PROD_1700301
PLANT14,PROD_1700301
PLANT12,PROD_1700301
PLANT02,PROD_1700302
PLANT10,PROD_1700302
PLANT19,PROD_1700302
PLANT12,PROD_1700302
PLANT19,PROD_1700303
PLANT05,PROD_1700304
PLANT16,PROD_1700304
PLANT04,PROD_1700305
PLANT12,PROD_1700305
PLANT04,PROD_1700306
PLANT09,PROD_1700306
PLANT08,PROD_1700306
PLANT18,PROD_1700307
PLANT20,PROD_1700307
PLANT01,PROD_1700307
PLANT09,PROD_1700307
PLANT06,PROD_1700308
PLANT10,PROD_1700309
PLANT11,PROD_1700309
PLANT12,PROD_1700309
PLANT06,PROD_1700310
PLANT19,PROD_1700311
PLANT13,PROD_1700311
PLANT05,PROD_1700312
PLANT03,PROD_1700313
PLANT13,PROD_1700314
PLANT14,PROD_1700314
PLANT11,PROD_1700315
PLANT06,PROD_1700315
PLANT12,PROD_1700315
PLANT10,PROD_1700315
PLANT19,PROD_1700316
PLANT03,PROD_1700316
PLANT02,PROD_1700316
PLANT06,PROD_1700317
PLANT02,PROD_1700317
PLANT09,PROD_1700318
PLANT14,PROD_1700319
PLANT16,PROD_1700319
PLANT15,PROD_1700319
PLANT20,PROD_1700319
PLANT07,PROD_1700320
PLANT17,PROD_1700320
PLANT04,PROD_1700320
PLANT14,PROD_1700321
PLANT04,PROD_1700321
PLANT10,PROD_1700321
PLANT17,PROD_1700322
PLANT10,PROD_1700322
PLANT02,PROD_1700322
PLANT08,PROD_1700322
PLANT20,PROD_1700323
PLANT02,PROD_1700323
PLANT01,PROD_1700323
PLANT07,PROD_1700323
PLANT07,PROD_1700324
PLANT05,PROD_1700324
PLANT09,PROD_1700324
PLANT11,PROD_1700325
PLANT04,PROD_1700325
PLANT01,PROD_1700325
PLANT14,PROD_1700326
PLANT06,PROD_1700326
PLANT05,PROD_1700326
PLANT13,PROD_1700326
PLANT17,PROD_1700327
PLANT18,PROD_1700327
PLANT03,PROD_1700328
PLANT13,PROD_1700328
PLANT02,PROD_1700328
PLANT01,PROD_1700329
PLANT15,PROD_1700329
PLANT03,PROD_1700329
PLANT11,PROD_1700329
PLANT19,PROD_1700330
PLANT13,PROD_1700330
PLANT14,PROD_1700330
PLANT10,PROD_1700330
PLANT13,PROD_1700331
PLANT11,PROD_1700332
PLANT20,PROD_1700333
PLANT15,PROD_1700333
PLANT03,PROD_1700334
PLANT14,PROD_1700334
PLANT04,PROD_1700334
PLANT14,PROD_1700335
PLANT19,PROD_1700335
PLANT17,PROD_1700336
PLANT03,PROD_1700336
PLANT13,PROD_1700336
PLANT10,PROD_1700336
PLANT08,PROD_1700337
PLANT11,PROD_1700337
PLANT06,PROD_1700337
PLANT17,PROD_1700338
PLANT17,PROD_1700339
PLANT12,PROD_1700340
PLANT20,PROD_1700340
PLANT08,PROD_1700341
PLANT04,PROD_1700341
PLANT09,PROD_1700342
PLANT07,PROD_1700342
PLANT20,PROD_1700343
PLANT05,PROD_1700343
PLANT06,PROD_1700344
PLANT15,PROD_1700345
PLANT19,PROD_1700345
PLANT20,PROD_1700345
PLANT11,PROD_1700345
PLANT05,PROD_1700346
PLANT15,PROD_1700346
PLANT03,PROD_1700346
PLANT15,PROD_1700347
PLANT10,PROD_1700347
PLANT09,PROD_1700347
PLANT02,PROD_1700347
PLANT17,PROD_1700348
PLANT03,PROD_1700348
PLANT10,PROD_1700348
PLANT15,PROD_1700349
PLANT02,PROD_1700349
PLANT19,PROD_1700349
PLANT12,PROD_1700349
PLANT03,PROD_1700350
PLANT20,PROD_1700350
PLANT17,PROD_1700350
PLANT15,PROD_1700351
PLANT19,PROD_1700351
PLANT18,PROD_1700351
PLANT02,PROD_1700351
PLANT19,PROD_1700352
PLANT07,PROD_1700352
PLANT11,PROD_1700352
PLANT16,PROD_1700352
PLANT02,PROD_1700353
PLANT15,PROD_1700353
PLANT11,PROD_1700354
PLANT17,PROD_1700355
PLANT02,PROD_1700356
PLANT08,PROD_1700356
PLANT15,PROD_1700357
PLANT17,PROD_1700357
PLANT19,PROD_1700357
PLANT06,PROD_1700357
PLANT12,PROD_1700358
PLANT10,PROD_1700358
PLANT13,PROD_1700358
PLANT11,PROD_1700359
PLANT02,PROD_1700359
PLANT20,PROD_1700359
PLANT03,PROD_1700359
PLANT04,PROD_1700360
PLANT18,PROD_1700360
PLANT13,PROD_1700360
PLANT09,PROD_1700361
PLANT05,PROD_1700361
PLANT11,PROD_1700361
PLANT19,PROD_1700362
PLANT12,PROD_1700363
PLANT10,PROD_1700363
PLANT05,PROD_1700364
PLANT03,PROD_1700364
PLANT10,PROD_1700364
PLANT13,PROD_1700364
PLANT05,PROD_1700365
PLANT17,PROD_1700365
PLANT03,PROD_1700365
PLANT17,PROD_1700366
PLANT12,PROD_1700366
PLANT01,PROD_1700366
PLANT19,PROD_1700366
PLANT06,PROD_1700367
PLANT07,PROD_1700367
PLANT11,PROD_1700367
PLANT07,PROD_1700368
PLANT08,PROD_1700368
PLANT05,PROD_1700368
PLANT18,PROD_1700368
PLANT10,PROD_1700369
PLANT17,PROD_1700370
PLANT11,PROD_1700371
PLANT20,PROD_1700372
PLANT13,PROD_1700372
PLANT06,PROD_1700373
PLANT20,PROD_1700373
PLANT15,PROD_1700374
PLANT02,PROD_1700374
PLANT12,PROD_1700375
PLANT08,PROD_1700375
PLANT15,PROD_1700375
PLANT10,PROD_1700375
PLANT08,PROD_1700376
PLANT18,PROD_1700376
PLANT20,PROD_1700376
PLANT10,PROD_1700376
PLANT07,PROD_1700377
PLANT12,PROD_1700377
PLANT15,PROD_1700377
PLANT18,PROD_1700377
PLANT13,PROD_1700378
PLANT17,PROD_1700378
PLANT19,PROD_1700378
PLANT06,PROD_1700379
PLANT07,PROD_1700379
PLANT05,PROD_1700379
PLANT09,PROD_1700379
PLANT16,PROD_1700380
PLANT18,PROD_1700381
PLANT04,PROD_1700381
PLANT17,PROD_1700381
PLANT10,PROD_1700382
PLANT06,PROD_1700383
