order_id,product_id,plant_code,date,demand,inventory_level,warehouse_location,aisle_number,picking_time_min,reorder_point,lead_time_days,unit_price,category,day_of_week,month,quarter,is_weekend,week_of_year,freight_cost_usd,service_level,carrier,rolling_avg_7d,rolling_avg_30d,demand_lag_1,demand_lag_7,demand_lag_30,stockout_risk
ORD1524882,PROD_1700110,PLANT07,2023-01-29,33,661,Zone-E,10,14.67,64,3,750.24,Textiles,6,1,1,1,4,0.32,CRF,V014_CARRIER,22.0,15.48,37.0,17.0,0.0,0
ORD1524883,PROD_1700110,PLANT07,2023-01-30,11,687,Zone-E,10,10.91,64,3,750.24,Textiles,0,1,1,0,5,1.4,DTP,V003_CARRIER,21.71,15.33,33.0,13.0,0.0,0
ORD1524884,PROD_1700110,PLANT07,2023-01-31,16,684,Zone-E,10,19.32,64,3,750.24,Textiles,1,1,1,0,5,1.92,DTP,V015_CARRIER,22.86,15.3,11.0,8.0,17.0,0
ORD1524885,PROD_1700110,PLANT07,2023-02-01,18,686,Zone-E,10,18.33,64,3,750.24,Textiles,2,2,1,0,5,1.7,DTD,V003_CARRIER,23.29,15.5,16.0,15.0,12.0,0
ORD1524886,PROD_1700110,PLANT07,2023-02-02,18,683,Zone-E,10,5.18,64,3,750.24,Textiles,3,2,1,0,5,2.49,EXW,V005_CARRIER,22.57,15.6,18.0,23.0,15.0,0
ORD1524887,PROD_1700110,PLANT07,2023-02-03,19,690,Zone-E,10,8.45,64,3,750.24,Textiles,4,2,1,0,5,2.12,EXW,V013_CARRIER,21.71,15.8,18.0,25.0,13.0,0
ORD1524888,PROD_1700110,PLANT07,2023-02-04,38,692,Zone-E,10,15.09,64,3,750.24,Textiles,5,2,1,1,5,2.98,DTP,V005_CARRIER,21.86,16.47,19.0,37.0,18.0,0
ORD1524889,PROD_1700110,PLANT07,2023-02-05,15,688,Zone-E,10,5.54,64,3,750.24,Textiles,6,2,1,1,5,0.59,DTD,V014_CARRIER,19.29,16.33,38.0,33.0,19.0,0
ORD1524890,PROD_1700110,PLANT07,2023-02-06,15,713,Zone-E,10,8.81,64,3,750.24,Textiles,0,2,1,0,6,0.84,DTD,V004_CARRIER,19.86,16.57,15.0,11.0,8.0,0
ORD1524891,PROD_1700110,PLANT07,2023-02-07,29,689,Zone-E,10,16.75,64,3,750.24,Textiles,1,2,1,0,6,3.16,EXW,V003_CARRIER,21.71,16.97,15.0,16.0,17.0,0
ORD1524892,PROD_1700110,PLANT07,2023-02-08,16,685,Zone-E,10,12.91,64,3,750.24,Textiles,2,2,1,0,6,0.91,DTP,V011_CARRIER,21.43,17.4,29.0,18.0,3.0,0
ORD1524893,PROD_1700110,PLANT07,2023-02-09,22,663,Zone-E,10,11.64,64,3,750.24,Textiles,3,2,1,0,6,0.82,EXW,V006_CARRIER,22.0,17.67,16.0,18.0,14.0,0
ORD1524894,PROD_1700110,PLANT07,2023-02-10,26,669,Zone-E,10,5.38,64,3,750.24,Textiles,4,2,1,0,6,0.27,EXW,V006_CARRIER,23.0,17.93,22.0,19.0,18.0,0
ORD1524895,PROD_1700110,PLANT07,2023-02-11,27,665,Zone-E,10,12.43,64,3,750.24,Textiles,5,2,1,1,6,0.22,DTD,V005_CARRIER,21.43,18.63,26.0,38.0,6.0,0
ORD1524896,PROD_1700110,PLANT07,2023-02-12,24,645,Zone-E,10,9.36,64,3,750.24,Textiles,6,2,1,1,6,0.65,DTD,V004_CARRIER,22.71,19.03,27.0,15.0,12.0,0
ORD1524897,PROD_1700110,PLANT07,2023-02-13,26,644,Zone-E,10,15.67,64,3,750.24,Textiles,0,2,1,0,7,3.23,CRF,V004_CARRIER,24.29,19.33,24.0,15.0,17.0,0
ORD1524898,PROD_1700110,PLANT07,2023-02-14,15,632,Zone-E,10,10.06,64,3,750.24,Textiles,1,2,1,0,7,0.09,DTD,V014_CARRIER,22.29,19.23,26.0,29.0,18.0,0
ORD1524899,PROD_1700110,PLANT07,2023-02-15,18,651,Zone-E,10,9.7,64,3,750.24,Textiles,2,2,1,0,7,1.88,DTP,V014_CARRIER,22.57,19.4,15.0,16.0,13.0,0
ORD1524900,PROD_1700110,PLANT07,2023-02-16,24,641,Zone-E,10,13.9,64,3,750.24,Textiles,3,2,1,0,7,1.2,EXW,V010_CARRIER,22.86,19.93,18.0,22.0,8.0,0
ORD1524901,PROD_1700110,PLANT07,2023-02-17,9,644,Zone-E,10,17.25,64,3,750.24,Textiles,4,2,1,0,7,0.78,EXW,V004_CARRIER,20.43,19.73,24.0,26.0,15.0,0
ORD1524902,PROD_1700110,PLANT07,2023-02-18,35,626,Zone-E,10,21.47,64,3,750.24,Textiles,5,2,1,1,7,1.89,DTD,V009_CARRIER,21.57,20.7,9.0,27.0,6.0,0
ORD1524903,PROD_1700110,PLANT07,2023-02-19,27,611,Zone-E,10,17.91,64,3,750.24,Textiles,6,2,1,1,7,3.98,DTD,V010_CARRIER,22.0,21.13,35.0,24.0,14.0,0
ORD1524904,PROD_1700110,PLANT07,2023-02-20,22,629,Zone-E,10,9.69,64,3,750.24,Textiles,0,2,1,0,8,0.39,DTD,V001_CARRIER,21.43,21.37,27.0,26.0,15.0,0
ORD1524905,PROD_1700110,PLANT07,2023-02-21,12,624,Zone-E,10,13.17,64,3,750.24,Textiles,1,2,1,0,8,1.3,CRF,V010_CARRIER,21.0,21.2,22.0,15.0,17.0,0
ORD1524906,PROD_1700110,PLANT07,2023-02-22,14,630,Zone-E,10,12.87,64,3,750.24,Textiles,2,2,1,0,8,0.89,EXW,V004_CARRIER,20.43,21.23,12.0,18.0,13.0,0
ORD1524907,PROD_1700110,PLANT07,2023-02-23,20,645,Zone-E,10,11.79,64,3,750.24,Textiles,3,2,1,0,8,2.04,DTP,V007_CARRIER,19.86,21.63,14.0,24.0,8.0,0
ORD1524908,PROD_1700110,PLANT07,2023-02-24,27,628,Zone-E,10,7.64,64,3,750.24,Textiles,4,2,1,0,8,2.42,DTP,V005_CARRIER,22.43,22.03,20.0,9.0,15.0,0
ORD1524909,PROD_1700110,PLANT07,2023-02-25,11,623,Zone-E,10,8.84,64,3,750.24,Textiles,5,2,1,1,8,0.81,DTD,V014_CARRIER,19.0,21.63,27.0,35.0,23.0,0
ORD1524910,PROD_1700110,PLANT07,2023-02-26,31,607,Zone-E,10,20.43,64,3,750.24,Textiles,6,2,1,1,8,3.92,DTD,V008_CARRIER,19.57,21.83,11.0,27.0,25.0,0
ORD1524911,PROD_1700110,PLANT07,2023-02-27,20,624,Zone-E,10,10.74,64,3,750.24,Textiles,0,2,1,0,9,1.85,EXW,V013_CARRIER,19.29,21.27,31.0,22.0,37.0,0
ORD1524912,PROD_1700110,PLANT07,2023-02-28,21,604,Zone-E,10,5.01,64,3,750.24,Textiles,1,2,1,0,9,0.43,EXW,V012_CARRIER,20.57,20.87,20.0,12.0,33.0,0
ORD1524913,PROD_1700110,PLANT07,2023-03-01,24,602,Zone-E,10,17.15,64,3,750.24,Textiles,2,3,1,0,9,3.03,DTD,V003_CARRIER,22.0,21.3,21.0,14.0,11.0,0
ORD1524914,PROD_1700110,PLANT07,2023-03-02,24,611,Zone-E,10,11.91,64,3,750.24,Textiles,3,3,1,0,9,0.8,EXW,V003_CARRIER,22.57,21.57,24.0,20.0,16.0,0
ORD1524915,PROD_1700110,PLANT07,2023-03-03,19,624,Zone-E,10,14.19,64,3,750.24,Textiles,4,3,1,0,9,1.7,DTP,V001_CARRIER,21.43,21.6,24.0,27.0,18.0,0
ORD1524916,PROD_1700110,PLANT07,2023-03-04,31,624,Zone-E,10,13.77,64,3,750.24,Textiles,5,3,1,1,9,1.67,EXW,V014_CARRIER,24.29,22.03,19.0,11.0,18.0,0
ORD1524917,PROD_1700110,PLANT07,2023-03-05,10,631,Zone-E,10,20.44,64,3,750.24,Textiles,6,3,1,1,9,1.34,CRF,V015_CARRIER,21.29,21.73,31.0,31.0,19.0,0
ORD1524918,PROD_1700110,PLANT07,2023-03-06,21,622,Zone-E,10,8.04,64,3,750.24,Textiles,0,3,1,0,10,0.42,DTP,V001_CARRIER,21.43,21.17,10.0,20.0,38.0,0
ORD1524919,PROD_1700110,PLANT07,2023-03-07,24,608,Zone-E,10,15.72,64,3,750.24,Textiles,1,3,1,0,10,1.93,EXW,V010_CARRIER,21.86,21.47,21.0,21.0,15.0,0
ORD1524920,PROD_1700110,PLANT07,2023-03-08,21,604,Zone-E,10,18.52,64,3,750.24,Textiles,2,3,1,0,10,0.93,DTD,V002_CARRIER,21.43,21.67,24.0,24.0,15.0,0
ORD1524921,PROD_1700110,PLANT07,2023-03-09,13,599,Zone-E,10,13.6,64,3,750.24,Textiles,3,3,1,0,10,0.61,EXW,V004_CARRIER,19.86,21.13,21.0,24.0,29.0,0
ORD1524922,PROD_1700110,PLANT07,2023-03-10,28,591,Zone-E,10,11.41,64,3,750.24,Textiles,4,3,1,0,10,3.52,DTD,V013_CARRIER,21.14,21.53,13.0,19.0,16.0,0
ORD1524923,PROD_1700110,PLANT07,2023-03-11,18,581,Zone-E,10,18.25,64,3,750.24,Textiles,5,3,1,1,10,2.18,EXW,V002_CARRIER,19.29,21.4,28.0,31.0,22.0,0
ORD1524924,PROD_1700110,PLANT07,2023-03-12,27,579,Zone-E,10,18.56,64,3,750.24,Textiles,6,3,1,1,10,1.34,DTP,V001_CARRIER,21.71,21.43,18.0,10.0,26.0,0
ORD1524925,PROD_1700110,PLANT07,2023-03-13,25,568,Zone-E,10,11.66,64,3,750.24,Textiles,0,3,1,0,11,2.4,DTD,V002_CARRIER,22.29,21.37,27.0,21.0,27.0,0
ORD1524926,PROD_1700110,PLANT07,2023-03-14,24,561,Zone-E,10,6.54,64,3,750.24,Textiles,1,3,1,0,11,1.24,DTD,V014_CARRIER,22.29,21.37,25.0,24.0,24.0,0
ORD1524927,PROD_1700110,PLANT07,2023-03-15,31,548,Zone-E,10,20.42,64,3,750.24,Textiles,2,3,1,0,11,0.21,CRF,V004_CARRIER,23.71,21.53,24.0,21.0,26.0,0
ORD1524928,PROD_1700110,PLANT07,2023-03-16,24,554,Zone-E,10,20.16,64,3,750.24,Textiles,3,3,1,0,11,0.74,EXW,V003_CARRIER,25.29,21.83,31.0,13.0,15.0,0
ORD1524929,PROD_1700110,PLANT07,2023-03-17,27,529,Zone-E,10,9.34,64,3,750.24,Textiles,4,3,1,0,11,2.34,DTD,V003_CARRIER,25.14,22.13,24.0,28.0,18.0,0
ORD1524930,PROD_1700110,PLANT07,2023-03-18,28,506,Zone-E,10,5.93,64,3,750.24,Textiles,5,3,1,1,11,2.17,DTD,V003_CARRIER,26.57,22.27,27.0,18.0,24.0,0
ORD1524931,PROD_1700110,PLANT07,2023-03-19,33,513,Zone-E,10,8.82,64,3,750.24,Textiles,6,3,1,1,11,2.74,EXW,V014_CARRIER,27.43,23.07,28.0,27.0,9.0,0
ORD1524932,PROD_1700110,PLANT07,2023-03-20,33,506,Zone-E,10,17.64,64,3,750.24,Textiles,0,3,1,0,12,0.65,EXW,V003_CARRIER,28.57,23.0,33.0,25.0,35.0,0
ORD1524933,PROD_1700110,PLANT07,2023-03-21,25,512,Zone-E,10,16.3,64,3,750.24,Textiles,1,3,1,0,12,2.39,DTP,V010_CARRIER,28.71,22.93,33.0,24.0,27.0,0
ORD1524934,PROD_1700110,PLANT07,2023-03-22,29,491,Zone-E,10,13.69,64,3,750.24,Textiles,2,3,1,0,12,4.0,DTD,V008_CARRIER,28.43,23.17,25.0,31.0,22.0,0
ORD1524935,PROD_1700110,PLANT07,2023-03-23,33,465,Zone-E,10,20.28,64,3,750.24,Textiles,3,3,1,0,12,0.59,DTP,V006_CARRIER,29.71,23.87,29.0,24.0,12.0,0
ORD1524936,PROD_1700110,PLANT07,2023-03-24,33,436,Zone-E,10,16.42,64,3,750.24,Textiles,4,3,1,0,12,4.7,EXW,V010_CARRIER,30.57,24.5,33.0,27.0,14.0,0
ORD1524937,PROD_1700110,PLANT07,2023-03-25,25,429,Zone-E,10,6.6,64,3,750.24,Textiles,5,3,1,1,12,2.98,CRF,V006_CARRIER,30.14,24.67,33.0,28.0,20.0,0
ORD1524938,PROD_1700110,PLANT07,2023-03-26,36,396,Zone-E,10,17.35,64,3,750.24,Textiles,6,3,1,1,12,4.5,DTD,V010_CARRIER,30.57,24.97,25.0,33.0,27.0,0
ORD1524939,PROD_1700110,PLANT07,2023-03-27,26,395,Zone-E,10,15.53,64,3,750.24,Textiles,0,3,1,0,13,0.29,EXW,V013_CARRIER,29.57,25.47,36.0,33.0,11.0,0
ORD1524940,PROD_1700110,PLANT07,2023-03-28,31,364,Zone-E,10,19.07,64,3,750.24,Textiles,1,3,1,0,13,0.37,EXW,V002_CARRIER,30.43,25.47,26.0,25.0,31.0,0
ORD1524941,PROD_1700110,PLANT07,2023-03-29,28,370,Zone-E,10,20.07,64,3,750.24,Textiles,2,3,1,0,13,2.5,DTD,V015_CARRIER,30.29,25.73,31.0,29.0,20.0,0
ORD1524942,PROD_1700110,PLANT07,2023-03-30,26,377,Zone-E,10,7.49,64,3,750.24,Textiles,3,3,1,0,13,3.14,DTD,V003_CARRIER,29.29,25.9,28.0,33.0,21.0,0
ORD1524943,PROD_1700110,PLANT07,2023-03-31,27,366,Zone-E,10,17.7,64,3,750.24,Textiles,4,3,1,0,13,3.61,DTD,V011_CARRIER,28.43,26.0,26.0,33.0,24.0,0
ORD1524944,PROD_1700110,PLANT07,2023-04-01,30,362,Zone-E,10,18.77,64,3,750.24,Textiles,5,4,2,1,13,2.25,CRF,V011_CARRIER,29.14,26.2,27.0,25.0,24.0,0
ORD1524945,PROD_1700110,PLANT07,2023-04-02,31,355,Zone-E,10,6.71,64,3,750.24,Textiles,6,4,2,1,13,1.43,CRF,V010_CARRIER,28.43,26.6,30.0,36.0,19.0,0
ORD1524946,PROD_1700110,PLANT07,2023-04-03,24,332,Zone-E,10,20.1,64,3,750.24,Textiles,0,4,2,0,14,3.19,CRF,V001_CARRIER,28.14,26.37,31.0,26.0,31.0,0
ORD1524947,PROD_1700110,PLANT07,2023-04-04,23,346,Zone-E,10,16.66,64,3,750.24,Textiles,1,4,2,0,14,0.69,CRF,V013_CARRIER,27.0,26.8,24.0,31.0,10.0,0
ORD1524948,PROD_1700110,PLANT07,2023-04-05,35,336,Zone-E,10,9.89,64,3,750.24,Textiles,2,4,2,0,14,3.78,EXW,V003_CARRIER,28.0,27.27,23.0,28.0,21.0,0
ORD1524949,PROD_1700110,PLANT07,2023-04-06,28,333,Zone-E,10,20.44,64,3,750.24,Textiles,3,4,2,0,14,0.85,DTP,V011_CARRIER,28.29,27.4,35.0,26.0,24.0,0
ORD1524950,PROD_1700110,PLANT07,2023-04-07,21,331,Zone-E,10,9.13,64,3,750.24,Textiles,4,4,2,0,14,0.77,CRF,V010_CARRIER,27.43,27.4,28.0,27.0,21.0,0
ORD1524951,PROD_1700110,PLANT07,2023-04-08,27,324,Zone-E,10,18.86,64,3,750.24,Textiles,5,4,2,1,14,1.66,DTP,V009_CARRIER,27.0,27.87,21.0,30.0,13.0,0
ORD1524952,PROD_1700110,PLANT07,2023-04-09,36,306,Zone-E,10,17.18,64,3,750.24,Textiles,6,4,2,1,14,4.41,EXW,V011_CARRIER,27.71,28.13,27.0,31.0,28.0,0
ORD1524953,PROD_1700110,PLANT07,2023-04-10,20,302,Zone-E,10,19.37,64,3,750.24,Textiles,0,4,2,0,15,2.22,DTD,V008_CARRIER,27.14,28.2,36.0,24.0,18.0,0
ORD1524954,PROD_1700110,PLANT07,2023-04-11,16,299,Zone-E,10,13.75,64,3,750.24,Textiles,1,4,2,0,15,0.11,CRF,V015_CARRIER,26.14,27.83,20.0,23.0,27.0,0
ORD1524955,PROD_1700110,PLANT07,2023-04-12,16,319,Zone-E,10,15.63,64,3,750.24,Textiles,2,4,2,0,15,1.29,DTP,V006_CARRIER,23.43,27.53,16.0,35.0,25.0,0
ORD1524956,PROD_1700110,PLANT07,2023-04-13,14,339,Zone-E,10,6.17,64,3,750.24,Textiles,3,4,2,0,15,1.4,EXW,V013_CARRIER,21.43,27.2,16.0,28.0,24.0,0
ORD1524957,PROD_1700110,PLANT07,2023-04-14,17,324,Zone-E,10,14.29,64,3,750.24,Textiles,4,4,2,0,15,2.15,CRF,V014_CARRIER,20.86,26.73,14.0,21.0,31.0,0
ORD1524958,PROD_1700110,PLANT07,2023-04-15,21,322,Zone-E,10,18.49,64,3,750.24,Textiles,5,4,2,1,15,3.03,DTD,V001_CARRIER,20.0,26.63,17.0,27.0,24.0,0
ORD1524959,PROD_1700110,PLANT07,2023-04-16,38,306,Zone-E,10,19.34,64,3,750.24,Textiles,6,4,2,1,15,1.55,DTP,V013_CARRIER,20.29,27.0,21.0,36.0,27.0,0
ORD1524960,PROD_1700110,PLANT07,2023-04-17,24,283,Zone-E,10,12.41,64,3,750.24,Textiles,0,4,2,0,16,1.34,DTP,V012_CARRIER,20.86,26.87,38.0,20.0,28.0,0
ORD1524961,PROD_1700110,PLANT07,2023-04-18,22,295,Zone-E,10,8.57,64,3,750.24,Textiles,1,4,2,0,16,0.21,EXW,V013_CARRIER,21.71,26.5,24.0,16.0,33.0,0
ORD1524962,PROD_1700110,PLANT07,2023-04-19,16,314,Zone-E,10,17.4,64,3,750.24,Textiles,2,4,2,0,16,0.75,DTP,V010_CARRIER,21.71,25.93,22.0,16.0,33.0,0
ORD1524963,PROD_1700110,PLANT07,2023-04-20,24,325,Zone-E,10,5.83,64,3,750.24,Textiles,3,4,2,0,16,2.86,CRF,V003_CARRIER,23.14,25.9,16.0,14.0,25.0,0
ORD1524964,PROD_1700110,PLANT07,2023-04-21,14,319,Zone-E,10,8.42,64,3,750.24,Textiles,4,4,2,0,16,1.93,DTD,V008_CARRIER,22.71,25.4,24.0,17.0,29.0,0
ORD1524965,PROD_1700110,PLANT07,2023-04-22,25,306,Zone-E,10,17.25,64,3,750.24,Textiles,5,4,2,1,16,1.16,EXW,V002_CARRIER,23.29,25.13,14.0,21.0,33.0,0
ORD1524966,PROD_1700110,PLANT07,2023-04-23,43,276,Zone-E,10,15.18,64,3,750.24,Textiles,6,4,2,1,16,1.42,DTP,V005_CARRIER,24.0,25.47,25.0,38.0,33.0,0
ORD1524967,PROD_1700110,PLANT07,2023-04-24,28,260,Zone-E,10,7.68,64,3,750.24,Textiles,0,4,2,0,17,0.48,EXW,V014_CARRIER,24.57,25.57,43.0,24.0,25.0,0
ORD1524968,PROD_1700110,PLANT07,2023-04-25,23,266,Zone-E,10,13.25,64,3,750.24,Textiles,1,4,2,0,17,2.41,DTD,V004_CARRIER,24.71,25.13,28.0,22.0,36.0,0
ORD1524969,PROD_1700110,PLANT07,2023-04-26,28,240,Zone-E,10,7.29,64,3,750.24,Textiles,2,4,2,0,17,1.6,CRF,V012_CARRIER,26.43,25.2,23.0,16.0,26.0,0
ORD1524970,PROD_1700110,PLANT07,2023-04-27,21,248,Zone-E,10,20.48,64,3,750.24,Textiles,3,4,2,0,17,2.92,EXW,V006_CARRIER,26.0,24.87,28.0,24.0,31.0,0
ORD1524971,PROD_1700110,PLANT07,2023-04-28,19,229,Zone-E,10,9.18,64,3,750.24,Textiles,4,4,2,0,17,2.37,DTP,V013_CARRIER,26.71,24.57,21.0,14.0,28.0,0
ORD1524972,PROD_1700110,PLANT07,2023-04-29,40,206,Zone-E,10,7.14,64,3,750.24,Textiles,5,4,2,1,17,3.15,EXW,V013_CARRIER,28.86,25.03,19.0,25.0,26.0,0
ORD1524973,PROD_1700110,PLANT07,2023-04-30,20,205,Zone-E,10,8.39,64,3,750.24,Textiles,6,4,2,1,17,1.25,DTP,V007_CARRIER,25.57,24.8,40.0,43.0,27.0,0
ORD1524974,PROD_1700110,PLANT07,2023-05-01,22,194,Zone-E,10,7.11,64,3,750.24,Textiles,0,5,2,0,18,1.76,DTD,V010_CARRIER,24.71,24.53,20.0,28.0,30.0,0
ORD1524975,PROD_1700110,PLANT07,2023-05-02,26,174,Zone-E,10,7.03,64,3,750.24,Textiles,1,5,2,0,18,2.8,DTD,V008_CARRIER,25.14,24.37,22.0,23.0,31.0,0
ORD1524976,PROD_1700110,PLANT07,2023-05-03,18,186,Zone-E,10,7.2,64,3,750.24,Textiles,2,5,2,0,18,0.44,DTD,V012_CARRIER,23.71,24.17,26.0,28.0,24.0,0
ORD1524977,PROD_1700110,PLANT07,2023-05-04,27,159,Zone-E,10,8.12,64,3,750.24,Textiles,3,5,2,0,18,3.57,DTP,V010_CARRIER,24.57,24.3,18.0,21.0,23.0,0
ORD1524978,PROD_1700110,PLANT07,2023-05-05,22,148,Zone-E,10,5.38,64,3,750.24,Textiles,4,5,2,0,18,2.58,DTD,V004_CARRIER,25.0,23.87,27.0,19.0,35.0,0
ORD1524979,PROD_1700110,PLANT07,2023-05-06,31,126,Zone-E,10,13.91,64,3,750.24,Textiles,5,5,2,1,18,0.96,EXW,V002_CARRIER,23.71,23.97,22.0,40.0,28.0,0
ORD1524980,PROD_1700110,PLANT07,2023-05-07,31,125,Zone-E,10,18.1,64,3,750.24,Textiles,6,5,2,1,18,0.9,DTP,V005_CARRIER,25.29,24.3,31.0,20.0,21.0,0
ORD1524981,PROD_1700110,PLANT07,2023-05-08,22,125,Zone-E,10,13.47,64,3,750.24,Textiles,0,5,2,0,19,1.98,DTD,V003_CARRIER,25.29,24.13,31.0,22.0,27.0,0
ORD1524982,PROD_1700110,PLANT07,2023-05-09,33,107,Zone-E,10,21.48,64,3,750.24,Textiles,1,5,2,0,19,3.06,EXW,V005_CARRIER,26.29,24.03,22.0,26.0,36.0,0
