order_id,product_id,date,demand,inventory_level,warehouse_location,aisle_number,picking_time,reorder_point,lead_time_days,unit_price,category,day_of_week,month,is_weekend,rolling_avg_7d
ORD1066,P001,2023-03-08,71,0,Zone-E,15,7.26,132,7,367.34,Tools,2,3,0,83.86
ORD1067,P001,2023-03-09,80,0,Zone-E,15,13.54,132,7,367.34,Tools,3,3,0,84.43
ORD1068,P001,2023-03-10,79,0,Zone-E,15,10.71,132,7,367.34,Tools,4,3,0,83.71
ORD1069,P001,2023-03-11,92,0,Zone-E,15,17.43,132,7,367.34,Tools,5,3,1,83.0
ORD1070,P001,2023-03-12,89,0,Zone-E,15,14.67,132,7,367.34,Tools,6,3,1,82.86
ORD1071,P001,2023-03-13,85,0,Zone-E,15,18.63,132,7,367.34,Tools,0,3,0,82.43
ORD1072,P001,2023-03-14,83,0,Zone-E,15,6.12,132,7,367.34,Tools,1,3,0,82.71
ORD1073,P001,2023-03-15,85,0,Zone-E,15,18.69,132,7,367.34,Tools,2,3,0,84.71
ORD1074,P001,2023-03-16,79,0,Zone-E,15,14.8,132,7,367.34,Tools,3,3,0,84.57
ORD1075,P001,2023-03-17,70,0,Zone-E,15,8.37,132,7,367.34,Tools,4,3,0,83.29
ORD1076,P001,2023-03-18,92,0,Zone-E,15,16.08,132,7,367.34,Tools,5,3,1,83.29
ORD1077,P001,2023-03-19,89,0,Zone-E,15,17.46,132,7,367.34,Tools,6,3,1,83.29
ORD1078,P001,2023-03-20,84,0,Zone-E,15,12.87,132,7,367.34,Tools,0,3,0,83.14
ORD1079,P001,2023-03-21,90,0,Zone-E,15,9.58,132,7,367.34,Tools,1,3,0,84.14
ORD1080,P001,2023-03-22,85,0,Zone-E,15,11.86,132,7,367.34,Tools,2,3,0,84.14
ORD1081,P001,2023-03-23,79,0,Zone-E,15,12.79,132,7,367.34,Tools,3,3,0,84.14
ORD1082,P001,2023-03-24,79,0,Zone-E,15,9.11,132,7,367.34,Tools,4,3,0,85.43
ORD1083,P001,2023-03-25,108,0,Zone-E,15,9.79,132,7,367.34,Tools,5,3,1,87.71
ORD1084,P001,2023-03-26,92,0,Zone-E,15,19.43,132,7,367.34,Tools,6,3,1,88.14
ORD1085,P001,2023-03-27,80,0,Zone-E,15,18.88,132,7,367.34,Tools,0,3,0,87.57
ORD1086,P001,2023-03-28,79,0,Zone-E,15,18.87,132,7,367.34,Tools,1,3,0,86.0
ORD1087,P001,2023-03-29,84,0,Zone-E,15,11.78,132,7,367.34,Tools,2,3,0,85.86
ORD1088,P001,2023-03-30,78,0,Zone-E,15,8.58,132,7,367.34,Tools,3,3,0,85.71
ORD1089,P001,2023-03-31,84,0,Zone-E,15,10.28,132,7,367.34,Tools,4,3,0,86.43
ORD1090,P001,2023-04-01,93,0,Zone-E,15,15.4,132,7,367.34,Tools,5,4,1,84.29
ORD1091,P001,2023-04-02,85,0,Zone-E,15,6.95,132,7,367.34,Tools,6,4,1,83.29
ORD1092,P001,2023-04-03,84,0,Zone-E,15,7.89,132,7,367.34,Tools,0,4,0,83.86
ORD1093,P001,2023-04-04,75,0,Zone-E,15,9.99,132,7,367.34,Tools,1,4,0,83.29
ORD1094,P001,2023-04-05,85,0,Zone-E,15,15.48,132,7,367.34,Tools,2,4,0,83.43
ORD1095,P001,2023-04-06,78,0,Zone-E,15,13.46,132,7,367.34,Tools,3,4,0,83.43
ORD1096,P001,2023-04-07,77,0,Zone-E,15,17.71,132,7,367.34,Tools,4,4,0,82.43
ORD1097,P001,2023-04-08,82,0,Zone-E,15,7.1,132,7,367.34,Tools,5,4,1,80.86
ORD1098,P001,2023-04-09,89,0,Zone-E,15,10.56,132,7,367.34,Tools,6,4,1,81.43
ORD1099,P001,2023-04-10,80,0,Zone-E,15,13.81,132,7,367.34,Tools,0,4,0,80.86
ORD1100,P001,2023-04-11,90,0,Zone-E,15,12.29,132,7,367.34,Tools,1,4,0,83.0
ORD1101,P001,2023-04-12,77,0,Zone-E,15,9.87,132,7,367.34,Tools,2,4,0,81.86
ORD1102,P001,2023-04-13,78,0,Zone-E,15,6.52,132,7,367.34,Tools,3,4,0,81.86
ORD1103,P001,2023-04-14,81,0,Zone-E,15,10.86,132,7,367.34,Tools,4,4,0,82.43
ORD1104,P001,2023-04-15,93,0,Zone-E,15,9.67,132,7,367.34,Tools,5,4,1,84.0
ORD1105,P001,2023-04-16,86,0,Zone-E,15,14.41,132,7,367.34,Tools,6,4,1,83.57
ORD1106,P001,2023-04-17,92,0,Zone-E,15,7.87,132,7,367.34,Tools,0,4,0,85.29
ORD1107,P001,2023-04-18,89,0,Zone-E,15,19.17,132,7,367.34,Tools,1,4,0,85.14
ORD1108,P001,2023-04-19,70,0,Zone-E,15,11.38,132,7,367.34,Tools,2,4,0,84.14
ORD1109,P001,2023-04-20,81,0,Zone-E,15,11.93,132,7,367.34,Tools,3,4,0,84.57
ORD1110,P001,2023-04-21,76,0,Zone-E,15,18.36,132,7,367.34,Tools,4,4,0,83.86
ORD1111,P001,2023-04-22,101,0,Zone-E,15,9.38,132,7,367.34,Tools,5,4,1,85.0
ORD1112,P001,2023-04-23,102,0,Zone-E,15,18.62,132,7,367.34,Tools,6,4,1,87.29
ORD1113,P001,2023-04-24,82,0,Zone-E,15,18.89,132,7,367.34,Tools,0,4,0,85.86
ORD1114,P001,2023-04-25,82,0,Zone-E,15,15.86,132,7,367.34,Tools,1,4,0,84.86
ORD1115,P001,2023-04-26,88,0,Zone-E,15,9.34,132,7,367.34,Tools,2,4,0,87.43
ORD1116,P001,2023-04-27,86,0,Zone-E,15,10.62,132,7,367.34,Tools,3,4,0,88.14
ORD1117,P001,2023-04-28,76,0,Zone-E,15,6.62,132,7,367.34,Tools,4,4,0,88.14
ORD1118,P001,2023-04-29,89,0,Zone-E,15,16.31,132,7,367.34,Tools,5,4,1,86.43
ORD1119,P001,2023-04-30,102,0,Zone-E,15,12.39,132,7,367.34,Tools,6,4,1,86.43
ORD1120,P001,2023-05-01,78,0,Zone-E,15,6.65,132,7,367.34,Tools,0,5,0,85.86
ORD1121,P001,2023-05-02,73,0,Zone-E,15,14.57,132,7,367.34,Tools,1,5,0,84.57
ORD1122,P001,2023-05-03,79,0,Zone-E,15,18.6,132,7,367.34,Tools,2,5,0,83.29
ORD1123,P001,2023-05-04,77,0,Zone-E,15,13.28,132,7,367.34,Tools,3,5,0,82.0
ORD1124,P001,2023-05-05,84,0,Zone-E,15,14.67,132,7,367.34,Tools,4,5,0,83.14
ORD1125,P001,2023-05-06,100,0,Zone-E,15,17.71,132,7,367.34,Tools,5,5,1,84.71
ORD1126,P001,2023-05-07,97,0,Zone-E,15,11.24,132,7,367.34,Tools,6,5,1,84.0
ORD1127,P001,2023-05-08,81,0,Zone-E,15,7.73,132,7,367.34,Tools,0,5,0,84.43
ORD1128,P001,2023-05-09,81,0,Zone-E,15,11.21,132,7,367.34,Tools,1,5,0,85.57
ORD1129,P001,2023-05-10,81,0,Zone-E,15,14.8,132,7,367.34,Tools,2,5,0,85.86
ORD1130,P001,2023-05-11,75,0,Zone-E,15,7.36,132,7,367.34,Tools,3,5,0,85.57
ORD1131,P001,2023-05-12,74,0,Zone-E,15,6.53,132,7,367.34,Tools,4,5,0,84.14
ORD1132,P001,2023-05-13,81,0,Zone-E,15,10.31,132,7,367.34,Tools,5,5,1,81.43
ORD1133,P001,2023-05-14,96,0,Zone-E,15,15.2,132,7,367.34,Tools,6,5,1,81.29
ORD1134,P001,2023-05-15,72,0,Zone-E,15,7.6,132,7,367.34,Tools,0,5,0,80.0
ORD1135,P001,2023-05-16,74,0,Zone-E,15,10.7,132,7,367.34,Tools,1,5,0,79.0
ORD1136,P001,2023-05-17,80,0,Zone-E,15,8.4,132,7,367.34,Tools,2,5,0,78.86
ORD1137,P001,2023-05-18,77,0,Zone-E,15,13.68,132,7,367.34,Tools,3,5,0,79.14
ORD1138,P001,2023-05-19,86,0,Zone-E,15,11.02,132,7,367.34,Tools,4,5,0,80.86
ORD1139,P001,2023-05-20,92,0,Zone-E,15,13.84,132,7,367.34,Tools,5,5,1,82.43
ORD1140,P001,2023-05-21,89,0,Zone-E,15,11.79,132,7,367.34,Tools,6,5,1,81.43
ORD1141,P001,2023-05-22,83,0,Zone-E,15,15.99,132,7,367.34,Tools,0,5,0,83.0
ORD1142,P001,2023-05-23,74,0,Zone-E,15,12.82,132,7,367.34,Tools,1,5,0,83.0
ORD1143,P001,2023-05-24,70,0,Zone-E,15,11.26,132,7,367.34,Tools,2,5,0,81.57
ORD1144,P001,2023-05-25,74,0,Zone-E,15,6.15,132,7,367.34,Tools,3,5,0,81.14
ORD1145,P001,2023-05-26,75,0,Zone-E,15,17.44,132,7,367.34,Tools,4,5,0,79.57
ORD1146,P001,2023-05-27,90,0,Zone-E,15,13.74,132,7,367.34,Tools,5,5,1,79.29
ORD1147,P001,2023-05-28,87,0,Zone-E,15,7.12,132,7,367.34,Tools,6,5,1,79.0
ORD1148,P001,2023-05-29,77,0,Zone-E,15,15.08,132,7,367.34,Tools,0,5,0,78.14
ORD1149,P001,2023-05-30,72,0,Zone-E,15,18.77,132,7,367.34,Tools,1,5,0,77.86
ORD1150,P001,2023-05-31,74,0,Zone-E,15,12.67,132,7,367.34,Tools,2,5,0,78.43
ORD1151,P001,2023-06-01,77,0,Zone-E,15,19.45,132,7,367.34,Tools,3,6,0,78.86
ORD1152,P001,2023-06-02,85,0,Zone-E,15,7.93,132,7,367.34,Tools,4,6,0,80.29
ORD1153,P001,2023-06-03,89,0,Zone-E,15,17.3,132,7,367.34,Tools,5,6,1,80.14
ORD1154,P001,2023-06-04,87,0,Zone-E,15,15.46,132,7,367.34,Tools,6,6,1,80.14
ORD1155,P001,2023-06-05,76,0,Zone-E,15,11.35,132,7,367.34,Tools,0,6,0,80.0
ORD1156,P001,2023-06-06,67,0,Zone-E,15,11.05,132,7,367.34,Tools,1,6,0,79.29
ORD1157,P001,2023-06-07,76,0,Zone-E,15,17.88,132,7,367.34,Tools,2,6,0,79.57
ORD1158,P001,2023-06-08,76,0,Zone-E,15,16.17,132,7,367.34,Tools,3,6,0,79.43
ORD1159,P001,2023-06-09,74,0,Zone-E,15,15.56,132,7,367.34,Tools,4,6,0,77.86
ORD1160,P001,2023-06-10,72,0,Zone-E,15,11.73,132,7,367.34,Tools,5,6,1,75.43
ORD1161,P001,2023-06-11,83,0,Zone-E,15,10.46,132,7,367.34,Tools,6,6,1,74.86
ORD1162,P001,2023-06-12,66,0,Zone-E,15,12.33,132,7,367.34,Tools,0,6,0,73.43
ORD1163,P001,2023-06-13,72,0,Zone-E,15,16.0,132,7,367.34,Tools,1,6,0,74.14
ORD1164,P001,2023-06-14,77,0,Zone-E,15,16.07,132,7,367.34,Tools,2,6,0,74.29
ORD1165,P001,2023-06-15,77,0,Zone-E,15,9.21,132,7,367.34,Tools,3,6,0,74.43
ORD1166,P001,2023-06-16,71,0,Zone-E,15,17.73,132,7,367.34,Tools,4,6,0,74.0
ORD1167,P001,2023-06-17,70,0,Zone-E,15,11.89,132,7,367.34,Tools,5,6,1,73.71
ORD1168,P001,2023-06-18,73,0,Zone-E,15,13.12,132,7,367.34,Tools,6,6,1,72.29
ORD1169,P001,2023-06-19,76,0,Zone-E,15,18.41,132,7,367.34,Tools,0,6,0,73.71
ORD1170,P001,2023-06-20,77,0,Zone-E,15,13.06,132,7,367.34,Tools,1,6,0,74.43
ORD1171,P001,2023-06-21,68,0,Zone-E,15,8.93,132,7,367.34,Tools,2,6,0,73.14
ORD1172,P001,2023-06-22,68,0,Zone-E,15,6.61,132,7,367.34,Tools,3,6,0,71.86
ORD1173,P001,2023-06-23,80,0,Zone-E,15,18.94,132,7,367.34,Tools,4,6,0,73.14
ORD1174,P001,2023-06-24,82,0,Zone-E,15,14.37,132,7,367.34,Tools,5,6,1,74.86
ORD1175,P001,2023-06-25,79,0,Zone-E,15,8.29,132,7,367.34,Tools,6,6,1,75.71
ORD1176,P001,2023-06-26,66,0,Zone-E,15,13.88,132,7,367.34,Tools,0,6,0,74.29
ORD1177,P001,2023-06-27,80,0,Zone-E,15,10.86,132,7,367.34,Tools,1,6,0,74.71
ORD1178,P001,2023-06-28,70,0,Zone-E,15,9.78,132,7,367.34,Tools,2,6,0,75.0
ORD1179,P001,2023-06-29,63,0,Zone-E,15,16.99,132,7,367.34,Tools,3,6,0,74.29
ORD1180,P001,2023-06-30,67,0,Zone-E,15,7.03,132,7,367.34,Tools,4,6,0,72.43
ORD1181,P001,2023-07-01,85,0,Zone-E,15,18.82,132,7,367.34,Tools,5,7,1,72.86
ORD1182,P001,2023-07-02,86,0,Zone-E,15,7.12,132,7,367.34,Tools,6,7,1,73.86
ORD1183,P001,2023-07-03,78,0,Zone-E,15,17.69,132,7,367.34,Tools,0,7,0,75.57
ORD1184,P001,2023-07-04,77,0,Zone-E,15,8.03,132,7,367.34,Tools,1,7,0,75.14
ORD1185,P001,2023-07-05,68,0,Zone-E,15,16.12,132,7,367.34,Tools,2,7,0,74.86
ORD1186,P001,2023-07-06,76,0,Zone-E,15,17.32,132,7,367.34,Tools,3,7,0,76.71
ORD1187,P001,2023-07-07,69,0,Zone-E,15,6.5,132,7,367.34,Tools,4,7,0,77.0
ORD1188,P001,2023-07-08,81,0,Zone-E,15,19.5,132,7,367.34,Tools,5,7,1,76.43
ORD1189,P001,2023-07-09,78,0,Zone-E,15,18.33,132,7,367.34,Tools,6,7,1,75.29
ORD1190,P001,2023-07-10,78,0,Zone-E,15,17.47,132,7,367.34,Tools,0,7,0,75.29
ORD1191,P001,2023-07-11,73,0,Zone-E,15,9.25,132,7,367.34,Tools,1,7,0,74.71
ORD1192,P001,2023-07-12,66,0,Zone-E,15,14.18,132,7,367.34,Tools,2,7,0,74.43
ORD1193,P001,2023-07-13,66,0,Zone-E,15,17.86,132,7,367.34,Tools,3,7,0,73.0
ORD1194,P001,2023-07-14,52,0,Zone-E,15,13.02,132,7,367.34,Tools,4,7,0,70.57
ORD1195,P001,2023-07-15,78,0,Zone-E,15,17.02,132,7,367.34,Tools,5,7,1,70.14
ORD1196,P001,2023-07-16,81,0,Zone-E,15,11.68,132,7,367.34,Tools,6,7,1,70.57
ORD1197,P001,2023-07-17,76,0,Zone-E,15,14.37,132,7,367.34,Tools,0,7,0,70.29
ORD1198,P001,2023-07-18,64,0,Zone-E,15,14.33,132,7,367.34,Tools,1,7,0,69.0
ORD1199,P001,2023-07-19,72,0,Zone-E,15,10.73,132,7,367.34,Tools,2,7,0,69.86
ORD1200,P001,2023-07-20,60,0,Zone-E,15,7.23,132,7,367.34,Tools,3,7,0,69.0
ORD1201,P001,2023-07-21,75,0,Zone-E,15,10.7,132,7,367.34,Tools,4,7,0,72.29
ORD1202,P001,2023-07-22,87,0,Zone-E,15,10.02,132,7,367.34,Tools,5,7,1,73.57
ORD1203,P001,2023-07-23,78,0,Zone-E,15,17.64,132,7,367.34,Tools,6,7,1,73.14
ORD1204,P001,2023-07-24,68,0,Zone-E,15,6.89,132,7,367.34,Tools,0,7,0,72.0
ORD1205,P001,2023-07-25,72,0,Zone-E,15,19.23,132,7,367.34,Tools,1,7,0,73.14
ORD1206,P001,2023-07-26,57,0,Zone-E,15,13.83,132,7,367.34,Tools,2,7,0,71.0
ORD1207,P001,2023-07-27,67,0,Zone-E,15,7.02,132,7,367.34,Tools,3,7,0,72.0
ORD1208,P001,2023-07-28,62,0,Zone-E,15,11.56,132,7,367.34,Tools,4,7,0,70.14
ORD1209,P001,2023-07-29,79,0,Zone-E,15,12.96,132,7,367.34,Tools,5,7,1,69.0
ORD1210,P001,2023-07-30,77,0,Zone-E,15,6.55,132,7,367.34,Tools,6,7,1,68.86
ORD1211,P001,2023-07-31,69,0,Zone-E,15,10.66,132,7,367.34,Tools,0,7,0,69.0
ORD1212,P001,2023-08-01,65,0,Zone-E,15,7.63,132,7,367.34,Tools,1,8,0,68.0
ORD1213,P001,2023-08-02,66,0,Zone-E,15,10.81,132,7,367.34,Tools,2,8,0,69.29
ORD1214,P001,2023-08-03,60,0,Zone-E,15,16.79,132,7,367.34,Tools,3,8,0,68.29
ORD1215,P001,2023-08-04,60,0,Zone-E,15,15.29,132,7,367.34,Tools,4,8,0,68.0
ORD1216,P001,2023-08-05,69,0,Zone-E,15,6.82,132,7,367.34,Tools,5,8,1,66.57
ORD1217,P001,2023-08-06,75,0,Zone-E,15,17.72,132,7,367.34,Tools,6,8,1,66.29
ORD1218,P001,2023-08-07,67,0,Zone-E,15,8.83,132,7,367.34,Tools,0,8,0,66.0
ORD1219,P001,2023-08-08,62,0,Zone-E,15,12.54,132,7,367.34,Tools,1,8,0,65.57
ORD1220,P001,2023-08-09,58,0,Zone-E,15,15.73,132,7,367.34,Tools,2,8,0,64.43
ORD1221,P001,2023-08-10,72,0,Zone-E,15,6.5,132,7,367.34,Tools,3,8,0,66.14
ORD1222,P001,2023-08-11,70,0,Zone-E,15,17.4,132,7,367.34,Tools,4,8,0,67.57
ORD1223,P001,2023-08-12,69,0,Zone-E,15,13.18,132,7,367.34,Tools,5,8,1,67.57
ORD1224,P001,2023-08-13,73,0,Zone-E,15,11.36,132,7,367.34,Tools,6,8,1,67.29
ORD1225,P001,2023-08-14,60,0,Zone-E,15,15.95,132,7,367.34,Tools,0,8,0,66.29
ORD1226,P001,2023-08-15,66,0,Zone-E,15,8.85,132,7,367.34,Tools,1,8,0,66.86
ORD1227,P001,2023-08-16,58,0,Zone-E,15,13.23,132,7,367.34,Tools,2,8,0,66.86
ORD1228,P001,2023-08-17,61,0,Zone-E,15,15.17,132,7,367.34,Tools,3,8,0,65.29
ORD1229,P001,2023-08-18,59,0,Zone-E,15,14.76,132,7,367.34,Tools,4,8,0,63.71
ORD1230,P001,2023-08-19,88,0,Zone-E,15,13.92,132,7,367.34,Tools,5,8,1,66.43
ORD1231,P001,2023-08-20,70,0,Zone-E,15,13.92,132,7,367.34,Tools,6,8,1,66.0
ORD1232,P001,2023-08-21,54,0,Zone-E,15,10.9,132,7,367.34,Tools,0,8,0,65.14
ORD1233,P001,2023-08-22,69,0,Zone-E,15,14.2,132,7,367.34,Tools,1,8,0,65.57
ORD1234,P001,2023-08-23,64,0,Zone-E,15,14.18,132,7,367.34,Tools,2,8,0,66.43
ORD1235,P001,2023-08-24,56,0,Zone-E,15,6.1,132,7,367.34,Tools,3,8,0,65.71
ORD1236,P001,2023-08-25,61,0,Zone-E,15,8.17,132,7,367.34,Tools,4,8,0,66.0
ORD1237,P001,2023-08-26,65,0,Zone-E,15,7.19,132,7,367.34,Tools,5,8,1,62.71
ORD1238,P001,2023-08-27,78,0,Zone-E,15,17.03,132,7,367.34,Tools,6,8,1,63.86
ORD1239,P001,2023-08-28,64,0,Zone-E,15,12.63,132,7,367.34,Tools,0,8,0,65.29
ORD1240,P001,2023-08-29,68,0,Zone-E,15,13.52,132,7,367.34,Tools,1,8,0,65.14
ORD1241,P001,2023-08-30,66,0,Zone-E,15,12.43,132,7,367.34,Tools,2,8,0,65.43
ORD1242,P001,2023-08-31,61,0,Zone-E,15,10.37,132,7,367.34,Tools,3,8,0,66.14
ORD1243,P001,2023-09-01,66,0,Zone-E,15,8.69,132,7,367.34,Tools,4,9,0,66.86
ORD1244,P001,2023-09-02,73,0,Zone-E,15,14.24,132,7,367.34,Tools,5,9,1,68.0
ORD1245,P001,2023-09-03,82,0,Zone-E,15,13.85,132,7,367.34,Tools,6,9,1,68.57
ORD1246,P001,2023-09-04,63,0,Zone-E,15,14.02,132,7,367.34,Tools,0,9,0,68.43
ORD1247,P001,2023-09-05,57,0,Zone-E,15,10.54,132,7,367.34,Tools,1,9,0,66.86
ORD1248,P001,2023-09-06,60,0,Zone-E,15,6.04,132,7,367.34,Tools,2,9,0,66.0
ORD1249,P001,2023-09-07,67,0,Zone-E,15,14.04,132,7,367.34,Tools,3,9,0,66.86
ORD1250,P001,2023-09-08,50,0,Zone-E,15,7.44,132,7,367.34,Tools,4,9,0,64.57
ORD1251,P001,2023-09-09,67,0,Zone-E,15,17.21,132,7,367.34,Tools,5,9,1,63.71
ORD1252,P001,2023-09-10,72,0,Zone-E,15,11.12,132,7,367.34,Tools,6,9,1,62.29
ORD1253,P001,2023-09-11,63,0,Zone-E,15,16.01,132,7,367.34,Tools,0,9,0,62.29
ORD1254,P001,2023-09-12,68,0,Zone-E,15,17.18,132,7,367.34,Tools,1,9,0,63.86
ORD1255,P001,2023-09-13,64,0,Zone-E,15,8.72,132,7,367.34,Tools,2,9,0,64.43
